ACC_NUM,EPPI ID,Short Title,Title,Journal,Year,Date Assessed,Include,Reason,Country,Geographic Region,Site details,Comparator,Wetland Class,Saline or freshwater,Disturbance Category,Disturbance Type,Restoration time period,Restoration Activity,Time Since Restoration,Study Information,Notes,Measured Outcome,Other outcome,Multivariate community composition,Univariate diversity metric,Richness,Abundance/Density,Cover,Biomass,Stem density,Litter biomass,Canopy height/Structure,Primary Productivity,Body size,Bulk density,Soil Organic Matter,Organic carbon,Cation exchange capacity,Total carbon,Phosphorus,Microbial biomass,Physiochemical soil property,Soil nutrients,Carbon mineralization,Physiochemical water properties,Plant Tissues (chemical analysis),Eddy Flux measurements,GHG Emissions,Gross Ecosystem Productivity,Hydrology,Other,,,,,,
A91,196,Buchsbaum et al 2006,"Changes in salt marsh vegetation, Phragmites australis, and nekton in response to increased tidal flushing in a new England salt marsh",Wetlands,2006,08-Dec-23,Y,,USA,Massachusetts,Great Marsh,"Reference, restored",marsh,saline,Natural system modification,"Tidal restriction, invasive species",1998,Replaced culvert to increase tidal exchange and salinity,0-4,"Comparison, Transects created in marsh, sampled from 1997-2002, restoration happened in 1998","Also measure salinity, tidal curves, and hydrology/precip",Fish,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A95,206,Byers and Chmura 2007,Salt marsh vegetation recovery on the Bay of Fundy,Estuaries and Coasts,2007,08-Dec-23,Y,,Canada,Bay of Fundy,,"Reference, restored",marsh,saline,Natural system modification,Dike,1947 and 1950s,Dikes were breached,50-58 years,"Comparison, Paired restored and reference wetlands in the upper and lower Bay; assessed vegetation in each marsh and elevation and high water levels","Paper refers to breached sites as ""recovering"", assumed '1950s' could be 1955 to get the lower range for time since restoration",Vegetation,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A101,220,Caners and Lieffers 2014,"Divergent Pathways of Successional Recovery for In Situ Oil Sands Exploration Drilling Pads on Wooded Moderate-Rich Fens in Alberta, Canada",Restoration Ecology,2014,11-Dec-23,Y,,Canada,Alberta,Boreal Forest natural region,"Reference, restored",fen,freshwater,Energy production and mining,Oil sand exploration drilling pads,2003,Windrows of peat redistributed and pad left to regenerate naturally,9-11 years,"Comparison, Abandoned pads represented two dominant fen recovery manifestations on the landscape (bryophyte poor vs bryophyte dominated), reference sites were near pads, paired vegetation sampling deign - each site had a 20 m transect with five points randomly located along the transect with a 0.5 x 0.5m plt percent cover",Pads operated 2000-2002,Vegetation,,1,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
A101,220,Caners and Lieffers 2014,"Divergent Pathways of Successional Recovery for In Situ Oil Sands Exploration Drilling Pads on Wooded Moderate-Rich Fens in Alberta, Canada",Restoration Ecology,2014,11-Dec-23,Y,,Canada,Alberta,Boreal Forest natural region,"Reference, restored",fen,freshwater,Energy production and mining,Oil sand exploration drilling pads,2003,Windrows of peat redistributed and pad left to regenerate naturally,9-11 years,"Comparison, Abandoned pads represented two dominant fen recovery manifestations on the landscape (bryophyte poor vs bryophyte dominated), reference sites were near pads, paired vegetation sampling deign - each site had a 20 m transect with five points randomly located along the transect with a 0.5 x 0.5m plt percent cover",Pads operated 2000-2002,Abiotic,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,
A102,221,Caners et al 2018,Habitat heterogeneity stimulates regeneration of bryophytes and vascular plants on disturbed minerotrophic peatlands,Canadian Journal of Forest Research,2018,11-Dec-23,Y,,Canada,Alberta,,"Reference, restored",fen,freshwater,Energy production and mining,Oil sand exploration drilling pads,2013,Mounding by machinery and then left to regenerate naturally,4-5 years,"Comparison, Mounded, unmounded sites, and a reference? Unclear re: reference -- seems to drop out of analysis?","Pads operated 2011-2012; unclear if reference site is actually in the results, it seems to drop out",Vegetation,,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A103,222,Carberry et al 2021,Surface Water Quality Differs between Functionally Similar Restored and Natural Wetlands of the Saint Lawrence River Valley in New York,Land,2021,11-Dec-23,Y,,USA,New York,St Lawrence River Valley,"Reference, restored",marsh,freshwater,Not specified,Unclear,Unclear,"Removal of drainage tiles, blocking drainage ditches, excavation of potholes, creating dikes/berms, install water control structures",Unclear,"Comparison, 17 natural and 45 restoration wetlands sampled July-August 2014","CDOM, turbidity, nitrate, total chlorophyll-a and total phosphorus ",Phytoplankton,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A103,222,Carberry et al 2021,Surface Water Quality Differs between Functionally Similar Restored and Natural Wetlands of the Saint Lawrence River Valley in New York,Land,2021,11-Dec-23,Y,,USA,New York,St Lawrence River Valley,"Reference, restored",marsh,freshwater,Not specified,Unclear,Unclear,"Removal of drainage tiles, blocking drainage ditches, excavation of potholes, creating dikes/berms, install water control structures",Unclear,"Comparison, 17 natural and 45 restoration wetlands sampled July-August 2014",,Abiotic,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
A104,223,Card and Quideau 2010,Microbial community structure in restored riparian soils of the Canadian prairie pothole region,Soil Biology and Biochemistry,2010,11-Dec-23,Y,,Canada,Prairie Pothole Region,"Alberta, Saskatchewan, Manitoba (table 1)","Reference, restored",marsh,freshwater,Agriculture and aquaculture,Agricultural drainage,1989-1997,Install ditch plug,3-11 years,"Comparison, 15 reference and 28 restored wetlands; four cores at each sampling points (Fig. 1)",,Microbial,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A105,224,"Card et al., 2010",Carbon Characteristics in Restored and Reference Riparian Soils,Wetland Soils,2010,16-Jan-24,Y,,Canada,Prarie Pothole ,"southeastern Alberta, southern Saskatchewan and southwestern Manitoba","Reference, restored",wetland,freshwater,Agriculture and aquaculture,Agricultural drainage,1989-1997,installing ditch plug,3-11 years,"Comparison, 15 reference and 28 restored wetlands; four cores at each sampling points. ",,Abiotic,,,,,,,,,,,,,,1,1,,1,,,1,1,,,,,,,,,,,,,,
A106,225,"Card and Quideau, 2010",Microbial and organic matter characteristics of restored riparian soils,Masters Thesis,2010,16-Jan-24,Y,,Canada,Prarie Pothole ,"southeastern Alberta, southern Saskatchewan and southwestern Manitoba","Reference, restored",wetland,freshwater,Agriculture and aquaculture,Agricultural drainage,1989-1997,installing ditch plug ,3-11 years,"Comparison, 15 reference and 28 restored wetlands; four cores at each sampling points. ",,Microbial,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A108,236,"Cater et al., 2015",The Use of the Inupiaq Technique of Tundra Sodding to Rehabilitate Wetlands in Northern Alaska,The Arctic Institute of North America,2015,16-Jan-24,Y,,USA,Alaska,North Slope,"Reference, Restored",fen,freshwater,Human intrusion and disturbance,oil spill,2006-2010,"tundra sodding, excavating and flushing with water",5-6 years,"Comparison, 4 sites before and after tundra sodding of previously distrubed areas",,Vegetation,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A109,239,"Chamberlain and Barnhart, 1992","EARLY USE BY FISH OF A MITIGATION SALT-MARSH, HUMBOLDT BAY, CALIFORNIA",Estuaries and Coasts,1993,30-Jan-24,Y,,USA,California,Humboldt Bay,"Reference, Restored",marsh,saline,Multiple,agriculture/industry (sawmill),1980,dike breach,1-2 years,"Comparison, 1 reference and 1 restore. Fish numbers and biomass (as well as crab biomass) were compared with a nearby established marsh to determine whether the restored marsh provided adequate mitigation for habitat lost due to construction of a nearby marina. Salinity and water temperature were also recorded. ",,Abiotic,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,"1- salinity, 1 - temperature",,,,,,
A109,239,"Chamberlain and Barnhart, 1993","EARLY USE BY FISH OF A MITIGATION SALT-MARSH, HUMBOLDT BAY, CALIFORNIA",Estuaries and Coasts,1993,30-Jan-24,Y,,USA,California,Humboldt Bay,"Reference, Restored",marsh,saline,Multiple,agriculture/industry (sawmill),1980,dike breach,1-2 years,"Comparison, 1 reference and 1 restore. Fish numbers and biomass were compared with a nearby established marsh to determine whether the restored marsh provided adequate mitigation for habitat lost due to construction of a nearby marina. Salinity and temperature were also recorded. ",,Fish,,,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A109,239,"Chamberlain and Barnhart, 1994","EARLY USE BY FISH OF A MITIGATION SALT-MARSH, HUMBOLDT BAY, CALIFORNIA",Estuaries and Coasts,1993,30-Jan-24,Y,,USA,California,Humboldt Bay,"Reference, Restored",marsh,saline,Multiple,agriculture/industry (sawmill),1980,dike breach,1-2 years,"Comparison, 1 reference and 1 restore. Fish numbers and biomass were compared with a nearby established marsh to determine whether the restored marsh provided adequate mitigation for habitat lost due to construction of a nearby marina. Salinity and temperature were also recorded. ",,Macroinvertebrates,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A110,242,"Chapple et al., 2017",Climate Variability Structures Plant Community Dynamics in Mediterranean Restored and Reference Tidal Wetlands,Water,2017,30-Jan-24,Y,,USA,California,San Francisco Bay,"Reference, Restored",marsh,saline,Not specified,land conversion,1976,dredge material filling,14-29 years,"Comparison, 1 reference and 1 restore. Established study plots in 1990 with linear transects at both sites. Collected data on vegetation composition, elevation, and tidal channels annually until 2005, with additional data collected in 2015 after a historic drought. Salinity data obtained from US Geological Survey, rainfall data collected from NOAA. Assessed changes in sub-dominant species and overall community structure over time. Used Bray-Curtis dissimilarity metric to examine plot-level species turnover. Investigated influence of salinity and rainfall on sub-dominant species using generalized additive models.
Divided data into three periods based on major El Niño events.",,Vegetation,,1,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
A110,242,"Chapple et al., 2017",Climate Variability Structures Plant Community Dynamics in Mediterranean Restored and Reference Tidal Wetlands,Water,2017,30-Jan-24,Y,,USA,California,San Francisco Bay,"Reference, Restored",marsh,saline,Not specified,land conversion,1976,dredge material filling,14-29 years,"Comparison, 1 reference and 1 restore. Established study plots in 1990 with linear transects at both sites. Collected data on vegetation composition, elevation, and tidal channels annually until 2005, with additional data collected in 2015 after a historic drought. Salinity data obtained from US Geological Survey, rainfall data collected from NOAA. Assessed changes in sub-dominant species and overall community structure over time. Used Bray-Curtis dissimilarity metric to examine plot-level species turnover. Investigated influence of salinity and rainfall on sub-dominant species using generalized additive models.
Divided data into three periods based on major El Niño events.",,Abiotic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1- salinity, 1- total precipitation",,,,,,
A111,248,"Chen et al., 2017",Carbon and nitrogen storage of a restored wetland at Illinois' Emiquon Preserve: potential for carbon sequestration,River Floodplain Restoration,2017,17-Jan-24,Y,,USA,Illinois,Emiquon Preserve,"Reference, Restored",marsh,freshwater,Agriculture and aquaculture,drained and land converted to croplands,2007,discontinuing drainage operations,2-4 years,"Samples of plants and soils at the restored wetland and four reference wetland sites were collected in 2009 and 2011.  The overall goal of the study was to quantify C and N storage of a restored wetland at the Emiquon Preserve, and examine its potential for C sequestration by comparing its C storage with C storage of reference natural wetlands in Illinois. ",,Abiotic,,,,,,,,,,,,,,1,1,,1,,,,1,,,,,,,,,,,,,,
A112,250,"Christen et al., 2016",Summertime greenhouse gas fluxes from an urban bog undergoing restoration through rewetting,Mires and Peat,2016,17-Jan-24,Y,,Canada,British Columbia,"Delta, Burns Bog Ecological Conservancy","Disturbed, restore, reference",bog,unclear,Multiple,"peat mining, agriculture, recreation ","2008-2009, 2012","rewetting, installation of dams and weirs within historic drainage ditches",2-6 years ,"Comparison of GHG production of five different sites under different conditions (disturbed/rewetted, disturbed/ombrotrophic, undistrubed/ombrotrophic,undistrubed/obrotrophic, disturbed/rewetted) ",four sites represent different stages of the typical ecological recovery ,Abiotic,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,1,,water table depth ,,,,,,
A113,253,Clark 2007,"Plant and herpetofaunal responses to wetland restoration on Pinckney Island National Wildlife Refuge, Beaufort County, South Carolina",Masters Thesis- Chapter IV (results),2007,18-Jan-24,Y,,USA,South Carolina,Pickney Island,"Reference, Restored",marsh,freshwater,Agriculture and aquaculture,agricultural use,2004,filling drainage ditches,1 year,"Comparison , 20 sites whereby floral and faunal communities were measures pre and post restoration",,Amphibians,,,1,1,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
A113,253,Clark 2007,"Plant and herpetofaunal responses to wetland restoration on Pinckney Island National Wildlife Refuge, Beaufort County, South Carolina",Masters Thesis - Chapter IV (results),2007,18-Jan-24,Y,,USA,South Carolina,Pickney Island,"Reference, Restored",marsh,freshwater,Agriculture and aquaculture,agricultural use ,2004,filling drainage ditches,1 year,"Comparison , 20 sites whereby floral and faunal communities were measures pre and post restoration",,Vegetation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1- salinity, 1- water depth ",,,,,,
A116,258,"Clifton et al., 2018",Floristic Development in Three Oligohaline Tidal Wetlands after Dike Removal,Ecological Restoration,2018,22-Jan-24,Y,,USA,Washington,"South Fork, Skagit River Delta","Reference, Restored",marsh,saline ,Multiple,"farming, invasive species, hunting, wildlife viewing (ecotourism?)","1999-2000, 2006-2009, 2012",dike removal/breaching and channel creation,0-13 years,"Comparison, 3 restoration sites vs. 2 reference site. The restoration sites differ in elevation, duration of diking, and historic land uses. Used aerial photos from 2000, 2011, and 2013. Digitized vegetation patches based on dominant species and indicators, classified vegetation types using various criteria (color, texture, height, density, moisture, and elevation). Ground surveys conducted in 2001, 2012, and 2013, circular plots sampled for vegetation, species categorized using cover classes. Mapping accuracy assessed by comparing ground survey data to vegetation maps.",oligohaline,Vegetation,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A119,265,"Collinge et al., 2011",Long-term dynamics of biotic and abiotic resistance to exotic species invasion in restored vernal pool plant communities,Ecological Applications,2011,30-Jan-24,Y,,USA,California,Solano County,"Reference, Restored",wetland,freshwater,Multiple,agriculture/urban development,1999,"construction of vernal pools in areas they had previously been, seeding treatments",3-9 years,"256 experimental pools were constructed in a grid pattern, mirroring the natural pool characteristics. Seeds collected from the natural pools were used for five seeding treatments, including controls. The study aimed to investigate the impact of seeding treatments on plant diversity in vernal pools.
The seeding treatments included different species compositions and seeding frequencies. Some pools received specific species (e.g., L. conjugens), while others received a mix of species (Group-A or Group-B). Controls underwent similar disturbances without seed introduction.","May not want to use, experimental pools created ",Abiotic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1-water depth, 1-precipitation",,,,,,
A119,265,"Collinge et al., 2011",Long-term dynamics of biotic and abiotic resistance to exotic species invasion in restored vernal pool plant communities,Ecological Applications,2011,30-Jan-24,Y,,USA,California,Solano County,"Reference, Restored",wetland,freshwater,Multiple,agriculture/urban development,1999,"construction of vernal pools in areas they had previously been, seeding treatments",3-9 years,"256 experimental pools were constructed in a grid pattern, mirroring the natural pool characteristics. Seeds collected from the natural pools were used for five seeding treatments, including controls. The study aimed to investigate the impact of seeding treatments on plant diversity in vernal pools.
The seeding treatments included different species compositions and seeding frequencies. Some pools received specific species (e.g., L. conjugens), while others received a mix of species (Group-A or Group-B). Controls underwent similar disturbances without seed introduction.","May not want to use, experimental pools created ",Vegetation,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A120,266,"Collinge et al., 2013",A Long-Term Comparison of Hydrology and Plant Community Composition in Constructed Versus Naturally Occurring Vernal Pools,Restoration Ecology,2013,30-Jan-24,Y,,USA,California,Solano County,"Reference, Restored",wetland,freshwater,Multiple,agriculture/urban development,1999-2001,"seeding constructed pools to restore VPE, replanted endangered species (Lasthenia conjugens) ",1-9 years,"256 pool basins were constructed mimicking reference pool spacing and variations in size, shape, and depth. Pools were designed to approximate the variation among reference pools in various aspects. Seeds of five focal vernal pool ecosystems were collected from reference pools and used to inoculate constructed pools in different seeding treatments over a 2-year period. Control pools were constructed pools that did not receive seeds.

Plant species composition was recorded in constructed and reference pools during the flowering phase (April–May) of 2000–2009.
Pool hydrology, including maximum water depth and duration of inundation, was recorded.","May not want to use, experimental pools created ",Vegetation,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A120,266,"Collinge et al., 2013",A Long-Term Comparison of Hydrology and Plant Community Composition in Constructed Versus Naturally Occurring Vernal Pools,Restoration Ecology,2013,30-Jan-24,Y,,USA,California,Solano County,"Reference, Restored",wetland,freshwater,Multiple,agriculture/urban development,1999-2001,"seeding constructed pools to restore VPE, replanted endangered species (Lasthenia conjugens) ",1-9 years,"256 pool basins were constructed mimicking reference pool spacing and variations in size, shape, and depth. Pools were designed to approximate the variation among reference pools in various aspects. Seeds of five focal vernal pool ecosystems were collected from reference pools and used to inoculate constructed pools in different seeding treatments over a 2-year period. Control pools were constructed pools that did not receive seeds.

Plant species composition was recorded in constructed and reference pools during the flowering phase (April–May) of 2000–2009.
Pool hydrology, including maximum water depth and duration of inundation, was recorded.","May not want to use, experimental pools created ",Abiotic,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"1- water depth, 1- duration of inundation",,,,,,
A123,275,Cook 2016,"Spatial and Temporal Trends of Fishes and Aquatic Invertebrates in a Restored Salt Marsh, San Francisco Estuary, CA - Chapter 1 ",Masters Thesis,2016,30-Jan-24,Y,,USA,California,San Francisco Bay Estuary,"Reference, Restored",marsh,saline,Residential and commercial development,land developed for salt production ,1980s,levee breaching,unclear,"Monthly sampling was conducted between July 2010 and July 2014 at 14 sampling sites distributed in LSB. Six sites were within recently restored salt ponds and eight were in adjacent sloughs. The study concentrates on two restoration ponds and adjacent sloughs. Monthly sampling at 14 sites involved otter trawl deployments against the tide, fish and macroinvertebrates are identified and counted. Water quality measurements include temperature, salinity, dissolved oxygen, conductivity, secchi depth, and trawl depth. Sites are strategically chosen to understand differences between restoration ponds and slough habitats. Monthly average freshwater outflow data from Coyote Creek and Guadalupe River gauges help understand tidal advection between sites.",Study does say restoration efforts began in the 1980s but doesn't explicity say when the study area was restored,Abiotic,,0,,,,,,,,,,,,,,,,,,,,,1,,,,,1,"1-temperature, 1-salinity",,,,,,
A123,275,Cook 2016,"Spatial and Temporal Trends of Fishes and Aquatic Invertebrates in a Restored Salt Marsh, San Francisco Estuary, CA  - Chapter 1",Masters Thesis,2016,30-Jan-24,Y,,USA,California,San Francisco Bay Estuary,"Reference, Restored",marsh,saline,Residential and commercial development,land developed for salt production ,1980s,levee breaching,unclear,"Monthly sampling was conducted between July 2010 and July 2014 at 14 sampling sites distributed in LSB. The study concentrates on two restoration ponds and adjacent sloughs. Monthly sampling at 14 sites involved otter trawl deployments against the tide, fish and macroinvertebrates are identified and counted. Water quality measurements include temperature, salinity, dissolved oxygen, conductivity, secchi depth, and trawl depth. Sites are strategically chosen to understand differences between restoration ponds and slough habitats. Monthly average freshwater outflow data from Coyote Creek and Guadalupe River gauges help understand tidal advection between sites.",Study does say restoration efforts began in the 1980s but doesn't explicity say when the study area was restored,Fish,,1,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A123,275,Cook 2016,"Spatial and Temporal Trends of Fishes and Aquatic Invertebrates in a Restored Salt Marsh, San Francisco Estuary, CA - Chapter 1 ",Masters Thesis ,2016,30-Jan-24,Y,,USA,California,San Francisco Bay Estuary,"Reference, Restored",marsh,saline,Residential and commercial development,land developed for salt production ,1980s,levee breaching,unclear,"Monthly sampling was conducted between July 2010 and July 2014 at 14 sampling sites distributed in LSB. The study concentrates on two restoration ponds and adjacent sloughs. Monthly sampling at 14 sites involved otter trawl deployments against the tide, fish and macroinvertebrates are identified and counted. Water quality measurements include temperature, salinity, dissolved oxygen, conductivity, secchi depth, and trawl depth. Sites are strategically chosen to understand differences between restoration ponds and slough habitats. Monthly average freshwater outflow data from Coyote Creek and Guadalupe River gauges help understand tidal advection between sites.",Study does say restoration efforts began in the 1980s but doesn't explicity say when the study area was restored,Macroinvertebrates,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A124a,277,"Cooper and MacDonald, 2001","Restoring the vegetation of mined peatlands in the southern Rocky Mountains of Colorado, USA",Restoration Ecology,2001,30-Jan-24,Y,    ,USA,Colorado,South Park,"Reference, Restored",fen,freshwater,Energy production and mining,peat mining,1985,cessation of mining ,7-40 years,"The first part of this study assessed the floristic composition of 12 extreme rich fens during at least three visits per site over 2 years. Six of the fen sites were pristine, four sites had been largely mined (.80% of the peat body removed), and two sites had been partially mined (>50% removed). The six mined sites were selected because the adjacent unmined portions had similar site characteristics and plant communities to the six unmined sites, suggesting that the mined sites would have had similar plant communities as the unmined sites. No revegetation had been attempted at any of the mined sites. Mining had occurred from 7–40 years prior to our floristic inventory, and the size of both the mined sites and the unmined controls ranged from less than 1 to greater than 20 ha. The regeneration experiments were conducted in a 0.5 ha site in High Creek fen that had been mined in 1985. To better characterize the hydrologic conditions, a grid of 12 ground water monitoring wells was established in June 1992. ",,Vegetation,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A124b,277,"Cooper and MacDonald, 2001","Restoring the vegetation of mined peatlands in the southern Rocky Mountains of Colorado, USA",Restoration Ecology,2001,30-Jan-24,Y,,USA,Colorado,South Park,"Reference, Restored",fen,freshwater,Biological resource use,peat mining,1991-1992,regeneration experiments - seedling transplants and rhizome transplants,0-2 years,"The subplots were cleared of any existing vegetation in early June 1992 and were immediately planted with one planting treatment per subplot. For each species, one subplot was systematically selected in each of the 25 terrestrial plots and 20 seeds of the appropriate species were planted in each subplot, yielding a total of 200 planted subplots. Each subplot was watered immediately after planting to ensure a moist seedbed. Germination and survival surveys were conducted weekly through August 1992, and again early in the following summer. C. aquatilis seeds were collected from the site in late fall 1991 and early spring 1992, germinated in a glasshouse in April 1992, and transferred to 15-cm-long plastic tubes. After 2 months, 10 vigorous seedlings were transplanted into one randomly chosen subplot in each of the 27 study plots. Rhizomes from six species were collected from vigorous populations in High Creek fen during June 1992. For each of three species ( C. aquatilis, K. simpliciuscula, and J. arcticus ) 10 rhizomes were transplanted into one subplot in each of the 27 plots (total of 81 subplots). Similarly, 10 rhizomes of C. simulata, C. utriculata , and E. angustifolium were respectively transplanted into one subplot within each of 10 plots that encompassed the water table gradient. Fewer of these species were collected and transplanted because they are relatively uncommon at High Creek fen. Salix stems of largely woody tissue were harvested from four species with pruning sheers in late June.  Twenty stems of S. candida, and 10 stems each of Salix brachycarpa (barren ground willow) and Salix monticola (mountain willow) were transplanted into separate subplots within each plot. The rare Salix myrtillifolia (myrtle-leaf willow) was transplanted into one subplot in each of four plots.","The effect of water table depth on seedling, rhizome transplant, and willow stem transplant survival was tested using logistic regression analysis. We focused our analysis on the survival data from late August 1992, early June 1993, late August 1993, and late August 1994, because this allowed us to separate winter and summer mortality.",Vegetation,plant survival ,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,survival,,,,,,
A124b,277,"Cooper and MacDonald, 2001","Restoring the vegetation of mined peatlands in the southern Rocky Mountains of Colorado, USA",Restoration Ecology,2001,30-Jan-24,Y,,USA,Colorado,South Park,"Reference, Restored",fen,freshwater,Biological resource use,peat mining,1991-1992,regeneration experiments - seedling transplants and rhizome transplants,0-2 years,"The subplots were cleared of any existing vegetation in early June 1992 and were immediately planted with one planting treatment per subplot. For each species, one subplot was systematically selected in each of the 25 terrestrial plots and 20 seeds of the appropriate species were planted in each subplot, yielding a total of 200 planted subplots. Each subplot was watered immediately after planting to ensure a moist seedbed. Germination and survival surveys were conducted weekly through August 1992, and again early in the following summer. C. aquatilis seeds were collected from the site in late fall 1991 and early spring 1992, germinated in a glasshouse in April 1992, and transferred to 15-cm-long plastic tubes. After 2 months, 10 vigorous seedlings were transplanted into one randomly chosen subplot in each of the 27 study plots. Rhizomes from six species were collected from vigorous populations in High Creek fen during June 1992. For each of three species ( C. aquatilis, K. simpliciuscula, and J. arcticus ) 10 rhizomes were transplanted into one subplot in each of the 27 plots (total of 81 subplots). Similarly, 10 rhizomes of C. simulata, C. utriculata , and E. angustifolium were respectively transplanted into one subplot within each of 10 plots that encompassed the water table gradient. Fewer of these species were collected and transplanted because they are relatively uncommon at High Creek fen. Salix stems of largely woody tissue were harvested from four species with pruning sheers in late June.  Twenty stems of S. candida, and 10 stems each of Salix brachycarpa (barren ground willow) and Salix monticola (mountain willow) were transplanted into separate subplots within each plot. The rare Salix myrtillifolia (myrtle-leaf willow) was transplanted into one subplot in each of four plots.","The effect of water table depth on seedling, rhizome transplant, and willow stem transplant survival was tested using logistic regression analysis. We focused our analysis on the survival data from late August 1992, early June 1993, late August 1993, and late August 1994, because this allowed us to separate winter and summer mortality.",Abiotic,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
A126,280,"Cooper et al., 2017","Mountain wetland restoration: The role of hydrologic regime and plant introductions after 15 years in the Colorado Rocky Mountains, USA",Ecological Engineering,2017,30-Jan-24,Y,,USA,Colorado,Mountain Village ,"Reference, Restored",wetland,freshwater,Residential and commercial development,filled in due to golf course and ski area development,1997-2001,"planting of seedlings and cuttings, earthwork",0-12 years,"Determined original wetland types using pre-disturbance air photograph analysis, backhoe pits, and analysis of adjacent undisturbed wetlands. Established 5–15 plots within each restored wetland and, where possible, in reference wetlands. Installed groundwater monitoring wells in each plot. Monitored water table depth, plant survival, plant height, and shoot density annually for 3–5 years post-construction. Revisited sites in 2013 to measure tagged willow parameters, re-establish plots, and measure water table depth.","Fen, wet meadow, and riparian areas",Vegetation,,1,,1,1,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,
A126,280,"Cooper et al., 2017","Mountain wetland restoration: The role of hydrologic regime and plant introductions after 15 years in the Colorado Rocky Mountains, USA",Ecological Engineering,2017,30-Jan-24,Y,,USA,Colorado,Mountain Village ,"Reference, Restored",wetland,freshwater,Residential and commercial development,filled in due to golf course and ski area development,1997-2001,"Fill removed/re-graded to match reference surface elevation, restore hydrological connectivity/ground water discharge, sites planted with seedlings to match reference sites",0-12 years,"Determined original wetland types using pre-disturbance air photograph analysis, backhoe pits, and analysis of adjacent undisturbed wetlands. Established 5–15 plots within each restored wetland and, where possible, in reference wetlands. Installed groundwater monitoring wells in each plot. Monitored water table depth, plant survival, plant height, and shoot density annually for 3–5 years post-construction. Revisited sites in 2013 to measure tagged willow parameters, re-establish plots, and measure water table depth.","Fen, wet meadow, and riparian areas",Abiotic,,,,,1,1,,1,,,,,,,,,,,,,,,1,,,,,1,,,,,,,
A131,287,"Craig et al., 2014",Rearing in natural and recovering tidal wetlands enhances growth and life-history diversity of Columbia Estuary tributary coho salmon Oncorhynchus kisutch population,Fish Biology ,2014,31-Jan-24,Y,,USA,Washington,Grays River,"Reference, Restored",wetland,freshwater,Multiple,channelization and leveeing,unclear,"also unclear, says ""recent restoration efforts""",unclear,"Juvenile O. kisutch (coho salmon) sampling conducted from February 2008 to August 2010.
Fluvial habitats sampled using electrofishing in tributaries and main-stem rivers.
Downstream migrants monitored with a rotary screw trap.
Estuary habitats sampled with beach seines, fyke nets, electrofishing, and blocking nets.
Juvenile O. kisutch measured for length and scales collected for age determination, growth patterns, and life-history categorization.
Scale measurements included total scale radius, number of circuli, circuli spacing, and incremental circuli pair spacing.
ANOVA used for significant differences in mean circuli spacing among different life histories.
Linear discriminant analysis used for habitat discrimination based on scale characteristics.
Maximum likelihood estimation used to determine the rearing habitats of late estuary subyearlings and yearlings.","Does compare salmon life histories in naturally forested wetland to recovering emergent wetland but is lacking a lot of info regarding restoration efforts, may not want to include.  ",Fish,,,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
