ACC_NUM,EPPI ID,Short Title,Title,Journal,Year,Date Assessed,Include,Reason,Country,Geographic Region,Site details,Comparator,Wetland Class,Saline or freshwater,Disturbance Category,Disturbance Type,Restoration time period,Restoration Activity,Time Since Restoration,Study Information,Notes,Measured Outcome,Other outcome,Multivariate community composition,Univariate diversity metric,Richness,Abundance/Density,Cover,Biomass,Stem density,Litter biomass,Canopy height/Structure,Primary Productivity,Body size,Bulk density,Soil Organic Matter,Organic carbon,Cation exchange capacity,Total carbon,Phosphorus,Microbial biomass,Physiochemical soil property,Soil nutrients,Carbon mineralization,Physiochemical water properties,Plant Tissues (chemical analysis),Eddy Flux measurements,GHG Emissions,Gross Ecosystem Productivity,Hydrology,Other,,,,,,
A197,414,"Feher et al., 2018",Importance of Site History and Environmental Setting on Soil Properties in Restored Louisiana Back-Barrier Island Salt Marshes,Journal of Coastal Research,2018,07-Feb-24,N,Louisiana - not geographically relevant,USA,Louisiana,Back Barrier Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A198,417,"Fell et al., 1991",REESTABLISHMENT OF MELAMPUS-BIDENTATUS (SAY) AND OTHER MACROINVERTEBRATES ON A RESTORED IMPOUNDED TIDAL MARSH - COMPARISON OF POPULATIONS ABOVE AND BELOW THE IMPOUNDMENT DIKE,Journal of Experimental Marine Biology ,1991,07-Feb-24,Y,,USA,New England,Connecticuit,"Reference, restored, disturbed",marsh,saline,Not specified,dike impounding of the tidal marsh ,"1978, 1982","installation of a 5-ft (1.5-m) diameter culvert in 1978 and in
1982 a 7-ft (2. I-m) diameter culvert was added. ",8-12 years,"Comparison between restored, reference (undisturbed) and ""changing"" marshes. The impounded valley marsh, covering approximately 20 hectares, was impounded by a dike in 1946-47 and subsequently converted into a Typha-dominated brackish marsh. Partial restoration of tidal flushing occurred in 1978 and 1982 through the installation of culverts, leading to a decline in Typha and the resurgence of Spartina alterniflora and various high marsh grasses. S. alterniflora now dominates the plant cover, consistent with the low elevation of most of the marsh.

On the changing bayfront marshes, such as Palmer Neck and Headquarters, areas once dominated by S. patens are now covered by S. alterniflora and various forbs. Vegetation changes are attributed to insufficient vertical accretion of the marsh relative to sea level rise. These bayfront marshes cover approximately 25 hectares.

In contrast, the relatively stable marshes, Wequetequock Cove and Bloom's Point, exhibit a typical southern New England vegetation pattern, with S. patens dominating much of the high marsh. These marshes, covering a combined area of approximately 5.5 hectares, have undergone minimal change over several decades, likely due to sufficient accretion to maintain marsh surface elevation relative to sea level.

Sampling methods involved counting macroinvertebrates within quadrats along transects across the marshes from near the water's edge to the upland. A total of 210 quadrats along 10 transects were sampled from mid-June through early August 1990. Animals were collected using a wooden frame placed on the marsh surface, and vegetation within the frame was clipped to facilitate collection. However, some more active invertebrates could escape under the frame. Efforts to minimize this included collecting from the periphery toward the center of the quadrat. Snails and mussels were measured, and the size distribution and biomass of Melampus were determined. Soil water salinity and plant species cover were also recorded.
Statistical analysis involved two-way ANOVA and the Newman-Keuls multiple range test for comparisons. The primary objective was to compare different marsh regions (stable, changing, restored). Transects were studied once, and no attempt was made to examine changes over time.",,Macroinvertebrates,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A198,417,"Fell et al., 1991",REESTABLISHMENT OF MELAMPUS-BIDENTATUS (SAY) AND OTHER MACROINVERTEBRATES ON A RESTORED IMPOUNDED TIDAL MARSH - COMPARISON OF POPULATIONS ABOVE AND BELOW THE IMPOUNDMENT DIKE,Journal of Experimental Marine Biology ,1991,07-Feb-24,Y,,USA,New England,Connecticuit,"Reference, restored, disturbed",marsh,saline,Not specified,dike impounding of the tidal marsh ,"1978, 1983","installation of a 5-ft (1.5-m) diameter culvert in 1978 and in
1982 a 7-ft (2. I-m) diameter culvert was added. ",8-12 years,"Comparison between restored, reference (undisturbed) and ""changing"" marshes. The impounded valley marsh, covering approximately 20 hectares, was impounded by a dike in 1946-47 and subsequently converted into a Typha-dominated brackish marsh. Partial restoration of tidal flushing occurred in 1978 and 1982 through the installation of culverts, leading to a decline in Typha and the resurgence of Spartina alterniflora and various high marsh grasses. S. alterniflora now dominates the plant cover, consistent with the low elevation of most of the marsh.

On the changing bayfront marshes, such as Palmer Neck and Headquarters, areas once dominated by S. patens are now covered by S. alterniflora and various forbs. Vegetation changes are attributed to insufficient vertical accretion of the marsh relative to sea level rise. These bayfront marshes cover approximately 25 hectares.

In contrast, the relatively stable marshes, Wequetequock Cove and Bloom's Point, exhibit a typical southern New England vegetation pattern, with S. patens dominating much of the high marsh. These marshes, covering a combined area of approximately 5.5 hectares, have undergone minimal change over several decades, likely due to sufficient accretion to maintain marsh surface elevation relative to sea level.

Sampling methods involved counting macroinvertebrates within quadrats along transects across the marshes from near the water's edge to the upland. A total of 210 quadrats along 10 transects were sampled from mid-June through early August 1990. Animals were collected using a wooden frame placed on the marsh surface, and vegetation within the frame was clipped to facilitate collection. However, some more active invertebrates could escape under the frame. Efforts to minimize this included collecting from the periphery toward the center of the quadrat. Snails and mussels were measured, and the size distribution and biomass of Melampus were determined. Soil water salinity and plant species cover were also recorded.
Statistical analysis involved two-way ANOVA and the Newman-Keuls multiple range test for comparisons. The primary objective was to compare different marsh regions (stable, changing, restored). Transects were studied once, and no attempt was made to examine changes over time.",,Vegetation,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A198,417,"Fell et al., 1991",REESTABLISHMENT OF MELAMPUS-BIDENTATUS (SAY) AND OTHER MACROINVERTEBRATES ON A RESTORED IMPOUNDED TIDAL MARSH - COMPARISON OF POPULATIONS ABOVE AND BELOW THE IMPOUNDMENT DIKE,Journal of Experimental Marine Biology ,1991,07-Feb-24,Y,,USA,New England,Connecticuit,"Reference, restored, disturbed",marsh,saline,Not specified,dike impounding of the tidal marsh ,"1978, 1983","installation of a 5-ft (1.5-m) diameter culvert in 1978 and in
1982 a 7-ft (2. I-m) diameter culvert was added. ",8-12 years,"Comparison between restored, reference (undisturbed) and ""changing"" marshes. The impounded valley marsh, covering approximately 20 hectares, was impounded by a dike in 1946-47 and subsequently converted into a Typha-dominated brackish marsh. Partial restoration of tidal flushing occurred in 1978 and 1982 through the installation of culverts, leading to a decline in Typha and the resurgence of Spartina alterniflora and various high marsh grasses. S. alterniflora now dominates the plant cover, consistent with the low elevation of most of the marsh.

On the changing bayfront marshes, such as Palmer Neck and Headquarters, areas once dominated by S. patens are now covered by S. alterniflora and various forbs. Vegetation changes are attributed to insufficient vertical accretion of the marsh relative to sea level rise. These bayfront marshes cover approximately 25 hectares.

In contrast, the relatively stable marshes, Wequetequock Cove and Bloom's Point, exhibit a typical southern New England vegetation pattern, with S. patens dominating much of the high marsh. These marshes, covering a combined area of approximately 5.5 hectares, have undergone minimal change over several decades, likely due to sufficient accretion to maintain marsh surface elevation relative to sea level.

Sampling methods involved counting macroinvertebrates within quadrats along transects across the marshes from near the water's edge to the upland. A total of 210 quadrats along 10 transects were sampled from mid-June through early August 1990. Animals were collected using a wooden frame placed on the marsh surface, and vegetation within the frame was clipped to facilitate collection. However, some more active invertebrates could escape under the frame. Efforts to minimize this included collecting from the periphery toward the center of the quadrat. Snails and mussels were measured, and the size distribution and biomass of Melampus were determined. Soil water salinity and plant species cover were also recorded.
Statistical analysis involved two-way ANOVA and the Newman-Keuls multiple range test for comparisons. The primary objective was to compare different marsh regions (stable, changing, restored). Transects were studied once, and no attempt was made to examine changes over time.",,Abiotic,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
A199,420,"Fennessy et al., 1991",Ecosystem development in restored riparian wetlands,PhD Thesis,1991,07-Feb-24,N,experimental wetlands were created to explore hydrologic flow-through conditions on ecosystem function in an already restored area ,USA,Illinois,Des Plaines River Wetland Demonstration Project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A200,421,"Fennessy et al., 1994",SEDIMENT DEPOSITION PATTERNS IN RESTORED FRESH-WATER WETLANDS USING SEDIMENT TRAPS,Ecological Engineering,1994,07-Feb-24,N,experimental wetlands were created to explore hydrologic flow-through conditions on ecosystem function in an already restored area ,USA,Illinois,Des Plaines River Wetland Demonstration Project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A201,422,"Fennessy et al., 2008",Patterns of plant decomposition and nutrient cycling in natural and created wetlands,Wetlands,2008,07-Feb-24,N,Natural wetlands compared to created wetlands - wetlands created as mitigation projects to satisfy the requirements of the Clean Water Act ,USA,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A202,423,"Fenstermacher et al., 2016","Carbon in Natural, Cultivated, and Restored Depressional Wetlands in the Mid-Atlantic Coastal Plain",Journal of Environmental Quality ,2016,07-Feb-24,N,Not geographically relevant,USA,Delaware/Maryland/Virginia/North Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A203,424,Ferland and Rochefort 1997,Restoration techniques for Sphagnum-dominated peatlands,Canadian Journal of Botany,1997,07-Feb-24,Y,,Canada,New Brunswick,Maisonnette,"Reference, restored",peatland,freshwater,Biological resource use,peat harvesting ,1992-1994,"drainage ditches filled, Sphagnum transplanting, fertilization with granular triphosphate ",0-2 years,"In summer 1992, a 2.16-ha portion of the peatland was set aside for restoration practices. Perimeter drainage ditches were filled with in situ peat and leveled in fall 1992 to allow rewetting. Thirty-five water wells were installed in fall 1992 to monitor water table fluctuations.
Water Chemistry Analysis:Water chemistry parameters were monitored in 1992, 1993, and 1994. Water samples were collected from pits dug at the study site and a natural area in October 1992, May 1993, and May 1994. Parameters analyzed included pH, conductivity, cations (Ca, Mg, K, Na), anions (Cl, NO3, SO4), NH4-N, and total P.
Experimental Design: The study employed a split-split-plot experiment in a completely randomized design. Six main plots (40 x 40 m) were designated for creating varied microrelief.
Each main plot was divided into four subplots for reintroducing Sphagnum diaspores and companion plant species. Each subplot was further divided into two sub-subplots for amendment trials. Microrelief: Surface roughness was created in three main plots by excavator tracks. Sphagnum and companion plant species were introduced based on their potential to establish on different microhabitats.Companion Plant Species Introduction: Four Sphagnum species and companion plant species were reintroduced in May and June 1993. Sphagnum fragments were hand-collected, cut into 2-cm fragments, mixed, and spread on each plot. Companion plant species included ericaceous shrubs, herbaceous plants, and brown mosses. Phosphorus Amendment: Half plots of vascular plants were fertilized with granular triphosphate in June 1993. In May 1994, a liquid phosphorus solution was applied during the reintroduction of Sphagnum diaspores. Vegetation Evaluation: In September 1994, the success of Sphagnum and companion species establishment was evaluated. Capitula counts and percent cover of vegetation were assessed in quadrats. Statistical Analysis: Analyses of variance were conducted to assess treatment effects, followed by Tukey's test for significant differences. Capitulum counts data were transformed prior to analysis to reduce heterogeneity of variances.","Testing restoration methods in terms of what method of transplant is most effective, may or may not want to include",Vegetation,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A203,424,Ferland and Rochefort 1997,Restoration techniques for Sphagnum-dominated peatlands,Canadian Journal of Botany,1997,07-Feb-24,Y,,Canada,New Brunswick,Maisonnette,"Reference, restored",peatland,freshwater,Biological resource use,peat harvesting ,1992-1995,"drainage ditches filled, Sphagnum transplanting, fertilization with granular triphosphate ",0-2 years,"In summer 1992, a 2.16-ha portion of the peatland was set aside for restoration practices. Perimeter drainage ditches were filled with in situ peat and leveled in fall 1992 to allow rewetting. Thirty-five water wells were installed in fall 1992 to monitor water table fluctuations.
Water Chemistry Analysis:Water chemistry parameters were monitored in 1992, 1993, and 1994. Water samples were collected from pits dug at the study site and a natural area in October 1992, May 1993, and May 1994. Parameters analyzed included pH, conductivity, cations (Ca, Mg, K, Na), anions (Cl, NO3, SO4), NH4-N, and total P.
Experimental Design: The study employed a split-split-plot experiment in a completely randomized design. Six main plots (40 x 40 m) were designated for creating varied microrelief.
Each main plot was divided into four subplots for reintroducing Sphagnum diaspores and companion plant species. Each subplot was further divided into two sub-subplots for amendment trials. Microrelief: Surface roughness was created in three main plots by excavator tracks. Sphagnum and companion plant species were introduced based on their potential to establish on different microhabitats.Companion Plant Species Introduction: Four Sphagnum species and companion plant species were reintroduced in May and June 1993. Sphagnum fragments were hand-collected, cut into 2-cm fragments, mixed, and spread on each plot. Companion plant species included ericaceous shrubs, herbaceous plants, and brown mosses. Phosphorus Amendment: Half plots of vascular plants were fertilized with granular triphosphate in June 1993. In May 1994, a liquid phosphorus solution was applied during the reintroduction of Sphagnum diaspores. Vegetation Evaluation: In September 1994, the success of Sphagnum and companion species establishment was evaluated. Capitula counts and percent cover of vegetation were assessed in quadrats. Statistical Analysis: Analyses of variance were conducted to assess treatment effects, followed by Tukey's test for significant differences. Capitulum counts data were transformed prior to analysis to reduce heterogeneity of variances.","Testing restoration methods in terms of what method of transplant is most effective, may or may not want to include",Abiotic,,,,,,,,,,,,,,,,1,,1,,,,,1,,,,,1,,,,,,,
A204,426,"Ferreira et al., 2015",Restoration versus natural regeneration in a neotropical mangrove: Effects on plant biomass and crab communities,Ocean and Coastal Management ,2015,07-Feb-24,N,Brazil - not geographically relevant ,Brazil ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A205,427,Fiedler 2010 ,"Restoration of prairie fen plants, insects, and abiotic processes, Chapter 3: Differential shifts in resource availability and plant community structure following prairie fen restoration",PhD Thesis Chapter 3: Differential shifts in resource availability and plant community structure following prairie fen restoration ,2010,07-Feb-24,Y,,USA,Michigan,MacCready Reserve,"Reference, restored",fen,freshwater,Natural system modification,degraded by invasive species and changes in hydrology - glossy buckthron (Frangula alnus L.) ,2008-2009,"management of invasive (herbicide, cutting and flame treatments) ",0-1 years ,"Study Site and Restoration Activities: The study was conducted at the Michigan State University MacCready Reserve in Clarklake, Liberty Township, Jackson County, Michigan. In September 2007, the site was assessed for potential restoration of prairie fen habitats, and twelve 25 x 25 m replicate plots containing mature F. alnus plants were delineated. Restoration of six plots began in 2008, involving cutting F. alnus and treating cut stumps with herbicide, followed by burning brush piles. Invasive plants were managed in 2008 and 2009 using herbicides, cutting, and flame treatments.
Experimental Design: The study created two treatments: invaded (control with unmanaged glossy buckthorn) and restored (glossy buckthorn removed and invasives managed). Uninvaded reference plots were also delineated.
Nine 1 m^2 sampling quadrats were established in each plot.
Sampling: Soil characteristics were measured from soil cores collected in October 2007, September 2008, and September 2009. Plant community, light availability, and microhabitat parameters were measured in all quadrats in September 2007, 2008, and 2009. Statistical Analysis: Standardization of cover types and transformations of variables were performed for ANOVA analyses. ANOVA was used to examine treatment, time, and interaction effects. Nonmetric multidimensional scaling (NMDS) was used to examine shifts in characteristics over time, followed by analysis of similarity (ANOSIM) for comparisons.",,Vegetation,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A205,427,Fiedler 2010 ,"Restoration of prairie fen plants, insects, and abiotic processes, Chapter 3: Differential shifts in resource availability and plant community structure following prairie fen restoration",PhD Thesis Chapter 3: Differential shifts in resource availability and plant community structure following prairie fen restoration ,2010,07-Feb-24,Y,,USA,Michigan,MacCready Reserve,"Reference, restored",fen,freshwater,Natural system modification,degraded by invasive species and changes in hydrology - glossy buckthron (Frangula alnus L.) ,2008-2009,"management of invasive (herbicide, cutting and flame treatments) ",0-1 years ,"Study Site and Restoration Activities: The study was conducted at the Michigan State University MacCready Reserve in Clarklake, Liberty Township, Jackson County, Michigan. In September 2007, the site was assessed for potential restoration of prairie fen habitats, and twelve 25 x 25 m replicate plots containing mature F. alnus plants were delineated. Restoration of six plots began in 2008, involving cutting F. alnus and treating cut stumps with herbicide, followed by burning brush piles. Invasive plants were managed in 2008 and 2009 using herbicides, cutting, and flame treatments.
Experimental Design: The study created two treatments: invaded (control with unmanaged glossy buckthorn) and restored (glossy buckthorn removed and invasives managed). Uninvaded reference plots were also delineated.
Nine 1 m^2 sampling quadrats were established in each plot.
Sampling: Soil characteristics were measured from soil cores collected in October 2007, September 2008, and September 2009. Plant community, light availability, and microhabitat parameters were measured in all quadrats in September 2007, 2008, and 2009. Statistical Analysis: Standardization of cover types and transformations of variables were performed for ANOVA analyses. ANOVA was used to examine treatment, time, and interaction effects. Nonmetric multidimensional scaling (NMDS) was used to examine shifts in characteristics over time, followed by analysis of similarity (ANOSIM) for comparisons.",,Abiotic,,,,,,,,,,,,,,1,,,,1,,1,1,,,,,,,,,,,,,,
A206,428,"Fiedler et al., 2011",Rapid Shift in Pollinator Communities Following Invasive Species Removal,Restoration Ecology,2011,08-Feb-24,Y,,USA,Michigan ,MacCready Reserve,"Reference, restored, disturbed",fen,freshwater,Natural system modification,degraded by invasive species and changes in hydrology - glossy buckthron (Frangula alnus L.) an invasive shrub,2008-2009,invasive species removal,0-1 years ,"The study was conducted in a prairie fen at the Michigan State University MacCready Reserve in Clarklake, Liberty Township, Jackson County, Michigan. The restoration activities began in February 2008, with invasive F. alnus being cleared from 6 replicate plots, while 6 other plots were left with F. alnus. Three 25x25 m uninvaded reference areas were also delineated.
Sampling: sampling for plant diversity and cover, as well as pollinator abundance, was conducted during the 2008 and 2009 growing seasons. Plant diversity and cover were assessed using 9 m2 quadrats laid out on a grid within each plot, while pollinators were sampled using observational sampling and pollinator bowl traps on a monthly basis from June to September in both years. Statistical analysis: involved comparing the abundance, diversity, and community similarity of plants, bees, and butterflies in invaded, restored, and uninvaded plots in 2008 and 2009. Two-way ANOVAs were performed to investigate differences in plant and pollinator abundance and Simpsons diversity with treatment (invaded, removal, and uninvaded reference) and time since restoration (year 1 and year 2). Community-level shifts in plant, bee, and butterfly abundance with restoration were examined using nonmetric multidimensional scaling (NMDS) to visualize differences by treatment and year on community metrics. Analysis of similarity (ANOSIM) was then performed to examine statistical differences by treatment in community metrics. ",,Other,Bee/Butterfly (Pollinators),,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A206,428,"Fiedler et al., 2011",Rapid Shift in Pollinator Communities Following Invasive Species Removal,Restoration Ecology,2011,08-Feb-24,Y,,USA,Michigan ,MacCready Reserve,"Reference, restored, disturbed",fen,freshwater,Natural system modification,degraded by invasive species and changes in hydrology - glossy buckthron (Frangula alnus L.) an invasive shrub,2008-2009,invasive species removal,0-1 years ,"
The study was conducted in a prairie fen at the Michigan State University MacCready Reserve in Clarklake, Liberty Township, Jackson County, Michigan. The restoration activities began in February 2008, with invasive F. alnus being cleared from 6 replicate plots, while 6 other plots were left with F. alnus. Three 25x25 m uninvaded reference areas were also delineated.
Sampling: sampling for plant diversity and cover, as well as pollinator abundance, was conducted during the 2008 and 2009 growing seasons. Plant diversity and cover were assessed using 9 m2 quadrats laid out on a grid within each plot, while pollinators were sampled using observational sampling and pollinator bowl traps on a monthly basis from June to September in both years. Statistical analysis involved comparing the abundance, diversity, and community similarity of plants, bees, and butterflies in invaded, restored, and uninvaded plots in 2008 and 2009. Two-way ANOVAs were performed to investigate differences in plant and pollinator abundance and Simpsons diversity with treatment (invaded, removal, and uninvaded reference) and time since restoration (year 1 and year 2). Community-level shifts in plant, bee, and butterfly abundance with restoration were examined using nonmetric multidimensional scaling (NMDS) to visualize differences by treatment and year on community metrics. Analysis of similarity (ANOSIM) was then performed to examine statistical differences by treatment in community metrics. Overall, the restoration activities began in 2008, and data collection and analysis were conducted over the subsequent years, with comparisons made between restored, invaded, and uninvaded plots.",,Vegetation,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A207,429,"Filicetti et al., 2019","Caribou Conservation: Restoring Trees on Seismic Lines in Alberta, Canada",Forests,2019,08-Feb-24,Y,,Canada,Alberta,Athabasca Oil Sands,"Reference, restored, disturbed",peatland,freshwater,Energy production and mining,underground petroleum exploration ,"2012, 2015","mulching and planting, mounding ","On average, the untreated seismic lines were last disturbed (cleared) ~22 years prior to field measures, while treated seismic lines had restoration techniques applied ~3.8 years prior to field measurements.","Comparison, untreated vs. treated (restored) vs. undisturbed (reference) sites.                                                                Study Area: Athabasca Oil Sands of northeastern Alberta where seismic lines were initially cleared in the mid-1980s to late-1990s, and restoration efforts (MSPs - mulching and planting) were applied between 2012 and 2015.                                                                               Restoration Methods: MSPs were applied to seismic lines to facilitate tree regeneration. Plantings reflected species present in adjacent forests. Seismic lines were mounded every 6 meters, with planting densities of around 1,300 stems per hectare. Mounding was accomplished using a 20 tonne construction excavator with a bucket attachment. Site preparation was completed by excavating and inverting material, forming a mound of mineral and organic soil and an adjacent depression. Equipment operators were instructed to make mounds that were 0.75 m in width, 1 m in length, and 0.80 m in height, allowing for settling, which was expected to occur with mounded organics. Three mounds were placed across the width of the seismic line, in a diamond or checkered pattern, regardless of the seismic line width.                     Sampling and Field Methods: Sample sites were selected based on specific criteria to avoid pseudo replication. Each site consisted of paired plots: one on the seismic line and one in the adjacent forest (reference). Tree regeneration and forest stand conditions were measured along 30-meter transects.
Regeneration Density Analysis: Generalized linear mixed effects models were used to analyze tree regeneration density in relation to restoration area, treatment, plot location, and stand characteristics. Separate analyses were conducted for each ecosite due to their influence on regeneration patterns.
Regeneration Patterns Based on Seismic Line Characteristics: Regeneration density was analyzed with respect to seismic line characteristics such as orientation, width, stand conditions, and ground cover.
Tree Regeneration Height and Time Since Disturbance: Tree height on seismic lines and time since disturbance were examined, but no significant responses were observed.",Bog and fen ,Vegetation,,,,,1,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,
A208,432,"Findlay et al., 2003",Effects of Phragmites australis removal on marsh nutrient cycling,Wetlands,2003,08-Feb-24,Y,,USA,Connecticuit,Connecticuit River,"Reference, restore",marsh,freshwater,Natural system modification,invasive species takeover (Phragmites australis),1995-1996,invasive species removal,"pre restoration, 0-2 years ","In September 1995, before any treatments were applied, biomass, litter, and sediment organic matter were sampled in three different plant stands: Typha, Phragmites-reference, and Phragmites-removed. Biomass was collected from living plants, litter was collected from the ground surface, and belowground biomass was collected using a metal corer to a depth of 15 cm.
The reed-removal treatment involved herbiciding/cutting the reeds in the summer of 1996, resulting in no plant growth in the treated site the following year (1996) and a thick layer of plant litter covering the area. By July 1997, the litter layer had disappeared, likely lost to export during winter storms, and small seedlings of various plant species were observed.
Equilibrators were constructed and deployed to collect porewater samples, and sediment cores were collected for denitrification enzyme assays. Equilibrators were placed in each vegetation plot before treatment (September 1995) and during mid-July of 1996–1998. Porewater was collected and analyzed for ions (NO3-, PO4-, NH4+) using ion chromatography and automated wet chemistry. Additionally, total organic matter and sediment water content were measured in sediment cores collected near the equilibrator locations.
Aboveground biomass, litter standing stocks, and belowground biomass were compared among the different plant stands and treatments. The study aimed to assess the impact of reed-removal on porewater nutrient pools and associated ecosystem dynamics over time.",,Vegetation,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
A208,432,"Findlay et al., 2003",Effects of Phragmites australis removal on marsh nutrient cycling,Wetlands,2003,08-Feb-24,Y,,USA,Connecticuit,Connecticuit River,"Reference, restore",marsh,freshwater,Natural system modification,invasive species takeover (Phragmites australis),1995-1996,invasive species removal,"pre restoration, 0-2 years ","In September 1995, before any treatments were applied, biomass, litter, and sediment organic matter were sampled in three different plant stands: Typha, Phragmites-reference, and Phragmites-removed. Biomass was collected from living plants, litter was collected from the ground surface, and belowground biomass was collected using a metal corer to a depth of 15 cm.
The reed-removal treatment involved herbiciding/cutting the reeds in the summer of 1996, resulting in no plant growth in the treated site the following year (1996) and a thick layer of plant litter covering the area. By July 1997, the litter layer had disappeared, likely lost to export during winter storms, and small seedlings of various plant species were observed.
Equilibrators were constructed and deployed to collect porewater samples, and sediment cores were collected for denitrification enzyme assays. Equilibrators were placed in each vegetation plot before treatment (September 1995) and during mid-July of 1996–1998. Porewater was collected and analyzed for ions (NO3-, PO4-, NH4+) using ion chromatography and automated wet chemistry. Additionally, total organic matter and sediment water content were measured in sediment cores collected near the equilibrator locations.
Aboveground biomass, litter standing stocks, and belowground biomass were compared among the different plant stands and treatments. The study aimed to assess the impact of reed-removal on porewater nutrient pools and associated ecosystem dynamics over time.",,Abiotic,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,
A209,435,"Fitzgerald et al., 2021",Recovering ecosystem functions in a restored salt marsh by leveraging positive effects of biodiversity,Coastal and Marine Ecology,2021,08-Feb-24,N,"No comparison to a reference site, looks at one site pre and 3 years post restoration ",USA,California,Colorodo Lagoon ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A210,439,"Fleeger et al., 2018",Recovery of saltmarsh meiofauna six years after the &ITDeepwater Horizon&IT oil spill,Journal of Experimental Marine Biology and Ecology,2018,08-Feb-24,N,Louisiana - not geographically relevant,USA,Louisiana,Gulf of Mexico ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A211,440,"Fleeger et al., 2020",Macroinfauna responses and recovery trajectories after an oil spill differ from those following saltmarsh restoration,Marine Environmental Research,2020,08-Feb-24,N ,Louisiana - not geographically relevant,USA,Louisiana,Gulf of Mexico ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A212,443,"Fletcher et al., 2002",Habitat and landscape associations of breeding birds in native and restored grasslands,Journal of Wildlife Management ,2002,08-Feb-24,N ,tall grass prairie ecosystem not a wetland ecosystem - grassland restoration ,USA,Iowa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A213,445,"Mushet et al., 2002","Floristic quality assessment of one natural and three restored wetland complexes in North Dakota, USA.",Wetlands,2002,08-Feb-24,Y,,USA,North Dakota ,prairie pothole,"Reference, restored",wetland,freshwater,Agriculture and aquaculture,drained and farmed for agricultural land use ,"1987, 1990, 1993",reseeding to grassland ,"2 years, 5 years, 8 years ","Sampling Procedure: Wetlands from four different complexes were selected based on similarity in size and hydroperiod to wetlands at Cottonwood Lake. Transects were established radiating from the center of each wetland, and plots were randomly located along these transects. Species within plots were identified, and additional species found within the wetlands were also recorded.
Floristic Quality Assessment:
Panel-Assigned C Values: Floristic Quality Index (FQI) was calculated for each wetland using C values provided by the Northern Great Plains Floristic Quality Assessment Panel. Mean C values and FQI were calculated for each wetland complex.
Data-Generated C Values: C values were assigned to native species occurring in sampled wetlands based on their distribution across different wetland types. These C values were then used to estimate C ? and FQI for each wetland.
Species Richness Calculation: Species richness was calculated for each wetland, including both native and non-native species. Average species richness estimates and the percentage of native species were determined for each wetland complex.",,Vegetation,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
